id,infinitiv,presens,preteritum,perfektum,inflId
A3395nb,avdekke,avdekker,avdekte,avdekt,P021nb
A17036nb,forsynde,forsynder,forsynda,forsynda,P001nb
A17036nb,forsynde,forsynder,forsyndet,forsyndet,P010nb
A5504nb,besnakke,besnakker,besnakka,besnakka,P001nb
A5504nb,besnakke,besnakker,besnakket,besnakket,P010nb
A51950nb,sjikanere,sjikanerer,sjikanerte,sjikanert,P020nb
A41656nb,nøye,nøyer,nøyde,nøyd,P030nb
A45925nb,predeterminere,predeterminerer,predeterminerte,predeterminert,P020nb
A54297nb,slaske,slasker,slaska,slaska,P001nb
A54297nb,slaske,slasker,slasket,slasket,P010nb
A36446nb,lære,lærer,lærte,lært,P020nb
A45912nb,prate,prater,prata,prata,P001nb
A45912nb,prate,prater,pratet,pratet,P010nb
A43822nb,overvurdere,overvurderer,overvurderte,overvurdert,P020nb
A36233nb,lye,lyer,lya,lya,P001nb
A36233nb,lye,lyer,lyet,lyet,P010nb
A36233nb,lye,lyer,lydde,lydd,P043nb
A47369nb,ramme,rammer,ramma,ramma,P002nb
A47369nb,ramme,rammer,rammet,rammet,P010nb
A21881nb,hake,haker,haka,haka,P001nb
A21881nb,hake,haker,haket,haket,P010nb
A21881nb,hake,haker,hakte,hakt,P020nb
A35733nb,lombardere,lombarderer,lombarderte,lombardert,P020nb
A67790nb,verdige,verdiger,verdiga,verdiga,P001nb
A67790nb,verdige,verdiger,verdiget,verdiget,P010nb
A11969nb,eksellere,eksellerer,eksellerte,eksellert,P020nb
A26172nb,informere,informerer,informerte,informert,P020nb
A43413nb,ose,oser,oste,ost,P020nb
A56525nb,spå,spår,spådde,spådd,P040nb
A29942nb,klaske,klasker,klaska,klaska,P001nb
A29942nb,klaske,klasker,klasket,klasket,P010nb
A9911nb,destruere,destruerer,destruerte,destruert,P020nb
A30982nb,kommunalisere,kommunaliserer,kommunaliserte,kommunalisert,P020nb
A63103nb,tverrsnu,tverrsnur,tverrsnudde,tverrsnudd,P040nb
A15088nb,fjetre,fjetrer,fjetra,fjetra,P001nb
A15088nb,fjetre,fjetrer,fjetret,fjetret,P010nb
A97458nb,råskrelle,råskreller,råskrella,råskrella,P001nb
A97458nb,råskrelle,råskreller,råskrellet,råskrellet,P010nb
A97458nb,råskrelle,råskreller,råskrelte,råskrelt,P021nb
A10278nb,diskreditere,diskrediterer,diskrediterte,diskreditert,P020nb
A31903nb,krakelere,krakelerer,krakelerte,krakelert,P020nb
A26085nb,industrialisere,industrialiserer,industrialiserte,industrialisert,P020nb
A32464nb,kryssforhøre,kryssforhører,kryssforhørte,kryssforhørt,P020nb
A5741nb,bevisstgjøre,bevisstgjør,bevisstgjorde,bevisstgjort,P126nb
A8440nb,bære,,,,P090nb
A45068nb,pitle,pitler,pitla,pitla,P001nb
A45068nb,pitle,pitler,pitlet,pitlet,P010nb
A66423nb,vanke,vanker,vanka,vanka,P001nb
A66423nb,vanke,vanker,vanket,vanket,P010nb
A54302nb,slave,slaver,slava,slava,P001nb
A54302nb,slave,slaver,slavet,slavet,P010nb
A69199nb,væpne,væpner,væpna,væpna,P001nb
A69199nb,væpne,væpner,væpnet,væpnet,P010nb
A12092nb,eksplisittere,eksplisitterer,eksplisitterte,eksplisittert,P020nb
A65190nb,uteksaminere,uteksaminerer,uteksaminerte,uteksaminert,P020nb
A58683nb,sverme,svermer,sverma,sverma,P001nb
A58683nb,sverme,svermer,svermet,svermet,P010nb
A43121nb,opptjene,opptjener,opptjente,opptjent,P020nb
A61074nb,tiple,tipler,tipla,tipla,P001nb
A61074nb,tiple,tipler,tiplet,tiplet,P010nb
A29212nb,kile,kiler,kilte,kilt,P020nb
A61930nb,trasse,trasser,trassa,trassa,P001nb
A61930nb,trasse,trasser,trasset,trasset,P010nb
A56388nb,sprinte,sprinter,sprinta,sprinta,P001nb
A56388nb,sprinte,sprinter,sprintet,sprintet,P010nb
A42093nb,omfavne,omfavner,omfavna,omfavna,P001nb
A42093nb,omfavne,omfavner,omfavnet,omfavnet,P010nb
A17679nb,frede,freder,freda,freda,P001nb
A17679nb,frede,freder,fredet,fredet,P010nb
A20392nb,gnirke,gnirker,gnirka,gnirka,P001nb
A20392nb,gnirke,gnirker,gnirket,gnirket,P010nb
A16224nb,forfeile,forfeiler,forfeila,forfeila,P001nb
A16224nb,forfeile,forfeiler,forfeilet,forfeilet,P010nb
A16224nb,forfeile,forfeiler,forfeilte,forfeilt,P020nb
A27923nb,juble,jubler,jubla,jubla,P001nb
A27923nb,juble,jubler,jublet,jublet,P010nb
A66100nb,vabbe,vabber,vabba,vabba,P001nb
A66100nb,vabbe,vabber,vabbet,vabbet,P010nb
A63128nb,tvile,tviler,tvilte,tvilt,P020nb
A68394nb,vimre,vimrer,vimra,vimra,P001nb
A68394nb,vimre,vimrer,vimret,vimret,P010nb
A42373nb,oppdatere,oppdaterer,oppdaterte,oppdatert,P020nb
A4974nb,begynne,begynner,begynte,begynt,P021nb
A26314nb,innblande,innblander,innblanda,innblanda,P001nb
A26314nb,innblande,innblander,innblandet,innblandet,P010nb
A65986nb,utvise,utviser,utviste,utvist,P020nb
A17495nb,framføre,framfører,framførte,framført,P020nb
A17495nb,fremføre,fremfører,fremførte,fremført,P020nb
A28934nb,kastebytte,kastebytter,kastebytta,kastebytta,P001nb
A28934nb,kastebytte,kastebytter,kastebyttet,kastebyttet,P010nb
A18171nb,frondere,fronderer,fronderte,frondert,P020nb
A47954nb,rekke,rekker,rekket,rekket,P010nb
A47954nb,rekke,rekker,rekkte,rekkt,P020nb
A47954nb,rekke,rekker,rekte,rekt,P021nb
A43100nb,oppsøke,oppsøker,oppsøkte,oppsøkt,P020nb
A15894nb,fonne,fonner,fonna,fonna,P001nb
A15894nb,fonne,fonner,fonnet,fonnet,P010nb
A55834nb,sparkle,sparkler,sparkla,sparkla,P001nb
A55834nb,sparkle,sparkler,sparklet,sparklet,P010nb
A26711nb,innstille,innstiller,innstilte,innstilt,P021nb
A38865nb,modifisere,modifiserer,modifiserte,modifisert,P020nb
A43712nb,overprøve,overprøver,overprøvde,overprøvd,P030nb
A61061nb,tinkle,tinkler,tinkla,tinkla,P001nb
A61061nb,tinkle,tinkler,tinklet,tinklet,P010nb
A28053nb,juryere,juryerer,juryerte,juryert,P020nb
A23847nb,hjernevaske,hjernevasker,hjernevaska,hjernevaska,P001nb
A23847nb,hjernevaske,hjernevasker,hjernevasket,hjernevasket,P010nb
A37440nb,maule,mauler,maula,maula,P001nb
A37440nb,maule,mauler,maulet,maulet,P010nb
A55210nb,snu,snur,snudde,snudd,P040nb
A8145nb,bunnskrape,bunnskraper,bunnskrapa,bunnskrapa,P001nb
A8145nb,bunnskrape,bunnskraper,bunnskrapet,bunnskrapet,P010nb
A8145nb,bunnskrape,bunnskraper,bunnskrapte,bunnskrapt,P020nb
A8145nb,botnskrape,botnskraper,botnskrapa,botnskrapa,P001nb
A8145nb,botnskrape,botnskraper,botnskrapet,botnskrapet,P010nb
A8145nb,botnskrape,botnskraper,botnskrapte,botnskrapt,P020nb
A16810nb,forsinke,forsinker,forsinka,forsinka,P001nb
A16810nb,forsinke,forsinker,forsinket,forsinket,P010nb
A46160nb,prikle,prikler,prikla,prikla,P001nb
A46160nb,prikle,prikler,priklet,priklet,P010nb
A29455nb,kjekke,kjekker,kjekka,kjekka,P001nb
A29455nb,kjekke,kjekker,kjekket,kjekket,P010nb
A44454nb,patruljere,patruljerer,patruljerte,patruljert,P020nb
A13134nb,eske,esker,eska,eska,P001nb
A13134nb,eske,esker,esket,esket,P010nb
A27720nb,jibbe,jibber,jibba,jibba,P001nb
A27720nb,jibbe,jibber,jibbet,jibbet,P010nb
A32031nb,kremte,kremter,kremta,kremta,P001nb
A32031nb,kremte,kremter,kremtet,kremtet,P010nb
A26717nb,innstudere,innstuderer,innstuderte,innstudert,P020nb
A16582nb,formilde,formilder,formilda,formilda,P001nb
A16582nb,formilde,formilder,formildet,formildet,P010nb
A40518nb,nedprioritere,nedprioriterer,nedprioriterte,nedprioritert,P020nb
A12413nb,eliminere,eliminerer,eliminerte,eliminert,P020nb
A36369nb,lysne,lysner,lysna,lysna,P001nb
A36369nb,lysne,lysner,lysnet,lysnet,P010nb
A44118nb,parafere,paraferer,paraferte,parafert,P020nb
A6097nb,bisle,bisler,bisla,bisla,P001nb
A6097nb,bisle,bisler,bislet,bislet,P010nb
A25581nb,idealisere,idealiserer,idealiserte,idealisert,P020nb
A29853nb,klabbe,klabber,klabba,klabba,P001nb
A29853nb,klabbe,klabber,klabbet,klabbet,P010nb
A56523nb,spøte,spøter,spøtte,spøtt,P020nb
A43467nb,otre,otrer,otra,otra,P001nb
A43467nb,otre,otrer,otret,otret,P010nb
A55615nb,sondre,sondrer,sondra,sondra,P001nb
A55615nb,sondre,sondrer,sondret,sondret,P010nb
A11137nb,dulme,dulmer,dulma,dulma,P001nb
A11137nb,dulme,dulmer,dulmet,dulmet,P010nb
A11976nb,eksemplifisere,eksemplifiserer,eksemplifiserte,eksemplifisert,P020nb
A53836nb,skumre,skumrer,skumra,skumra,P001nb
A53836nb,skumre,skumrer,skumret,skumret,P010nb
A47688nb,redegjøre,redegjør,redegjorde,redegjort,P126nb
A67826nb,verifisere,verifiserer,verifiserte,verifisert,P020nb
A12633nb,endre,endrer,endra,endra,P001nb
A12633nb,endre,endrer,endret,endret,P010nb
A47583nb,rause,rauser,rausa,rausa,P001nb
A47583nb,rause,rauser,rauset,rauset,P010nb
A47583nb,rause,rauser,rauste,raust,P020nb
A49192nb,ruste,ruster,rusta,rusta,P001nb
A49192nb,ruste,ruster,rustet,rustet,P010nb
A97070nb,bufre,bufrer,bufra,bufra,P001nb
A97070nb,bufre,bufrer,bufret,bufret,P010nb
A17383nb,fotokopiere,fotokopierer,fotokopierte,fotokopiert,P020nb
A56053nb,spile,spiler,spilte,spilt,P020nb
A40214nb,naske,nasker,naska,naska,P001nb
A40214nb,naske,nasker,nasket,nasket,P010nb
A37853nb,memorere,memorerer,memorerte,memorert,P020nb
A66755nb,varmheve,varmhever,varmheva,varmheva,P001nb
A66755nb,varmheve,varmhever,varmhevet,varmhevet,P010nb
A66755nb,varmheve,varmhever,varmhevde,varmhevd,P030nb
A44086nb,pappe,papper,pappa,pappa,P001nb
A44086nb,pappe,papper,pappet,pappet,P010nb
A32925nb,kuve,kuver,kuva,kuva,P001nb
A32925nb,kuve,kuver,kuvet,kuvet,P010nb
A32925nb,kuve,kuver,kuvde,kuvd,P030nb
A42483nb,oppjustere,oppjusterer,oppjusterte,oppjustert,P020nb
A59955nb,tasle,tasler,tasla,tasla,P001nb
A59955nb,tasle,tasler,taslet,taslet,P010nb
A50144nb,sanne,sanner,sanna,sanna,P001nb
A50144nb,sanne,sanner,sannet,sannet,P010nb
A355nb,agere,agerer,agerte,agert,P020nb
A422nb,ajourføre,ajourfører,ajourførte,ajourført,P020nb
A49478nb,rådføre,rådfører,rådførte,rådført,P020nb
A25671nb,igangsette,igangsetter,igangsatte,igangsatt,P106nb
A577nb,akte,akter,akta,akta,P001nb
A577nb,akte,akter,aktet,aktet,P010nb
A61586nb,torturere,torturerer,torturerte,torturert,P020nb
A60747nb,tilfalle,tilfaller,tilfalt,tilfalt,P055nb
A1730nb,andøve,andøver,andøvet,andøvet,P010nb
A1730nb,andøve,andøver,andøvde,andøvd,P030nb
A25634nb,idke,idker,idka,idka,P001nb
A25634nb,idke,idker,idket,idket,P010nb
A69316nb,vånde,vånder,vånda,vånda,P001nb
A69316nb,vånde,vånder,våndet,våndet,P010nb
A58849nb,svæve,svæver,svævde,svævd,P030nb
A45280nb,ploge,ploger,ploga,ploga,P001nb
A45280nb,ploge,ploger,ploget,ploget,P010nb
A61005nb,tilvende,tilvender,tilvendte,tilvendt,P020nb
A45047nb,piske,pisker,piska,piska,P001nb
A45047nb,piske,pisker,pisket,pisket,P010nb
A10296nb,diskvalifisere,diskvalifiserer,diskvalifiserte,diskvalifisert,P020nb
A9774nb,depravere,depraverer,depraverte,depravert,P020nb
A19773nb,gjenge,gjenger,gjenga,gjenga,P001nb
A19773nb,gjenge,gjenger,gjenget,gjenget,P010nb
A26225nb,injisere,injiserer,injiserte,injisert,P020nb
A7510nb,brife,brifer,brifa,brifa,P001nb
A7510nb,brife,brifer,brifet,brifet,P010nb
A30631nb,knyte,knyter,knytte,knytt,P020nb
A44635nb,perennere,perennerer,perennerte,perennert,P020nb
A53190nb,skjøte,skjøter,skjøtte,skjøtt,P020nb
A31038nb,kompensere,kompenserer,kompenserte,kompensert,P020nb
A31902nb,krake,kraker,kraka,kraka,P001nb
A31902nb,krake,kraker,kraket,kraket,P010nb
A24346nb,hovmesterere,hovmestererer,hovmestererte,hovmesterert,P020nb
A13274nb,ettergjøre,ettergjør,ettergjorde,ettergjort,P126nb
A19594nb,gifte,gifter,gifta,gifta,P001nb
A19594nb,gifte,gifter,giftet,giftet,P010nb
A46036nb,presentere,presenterer,presenterte,presentert,P020nb
A33035nb,kvarte,kvarter,kvarta,kvarta,P001nb
A33035nb,kvarte,kvarter,kvartet,kvartet,P010nb
A62716nb,tråle,tråler,tråla,tråla,P001nb
A62716nb,tråle,tråler,trålet,trålet,P010nb
A62716nb,tråle,tråler,trålte,trålt,P020nb
A21917nb,hale,haler,hala,hala,P001nb
A21917nb,hale,haler,halet,halet,P010nb
A21917nb,hale,haler,halte,halt,P020nb
A20377nb,gnelle,gneller,gnelte,gnelt,P021nb
A23238nb,henregne,henregner,henregna,henregna,P001nb
A23238nb,henregne,henregner,henregnet,henregnet,P010nb
A54254nb,slamse,slamser,slamsa,slamsa,P001nb
A54254nb,slamse,slamser,slamset,slamset,P010nb
A65264nb,uteske,utesker,uteska,uteska,P001nb
A65264nb,uteske,utesker,utesket,utesket,P010nb
A10899nb,drille,driller,drilla,drilla,P001nb
A10899nb,drille,driller,drillet,drillet,P010nb
A10899nb,drille,driller,drilte,drilt,P021nb
A63505nb,tåkelegge,tåkelegger,tåkela,tåkelagt,P104nb
A54664nb,sløve,sløver,sløva,sløva,P001nb
A54664nb,sløve,sløver,sløvet,sløvet,P010nb
A46506nb,pronominalisere,pronominaliserer,pronominaliserte,pronominalisert,P020nb
A14789nb,finregne,finregner,finregna,finregna,P001nb
A14789nb,finregne,finregner,finregnet,finregnet,P010nb
A39861nb,mørbanke,mørbanker,mørbanka,mørbanka,P001nb
A39861nb,mørbanke,mørbanker,mørbanket,mørbanket,P010nb
A43581nb,overfuse,overfuser,overfuste,overfust,P020nb
A6707nb,blånekte,blånekter,blånekta,blånekta,P001nb
A6707nb,blånekte,blånekter,blånektet,blånektet,P010nb
A66443nb,vannbeise,vannbeiser,vannbeisa,vannbeisa,P001nb
A66443nb,vannbeise,vannbeiser,vannbeiset,vannbeiset,P010nb
A66443nb,vannbeise,vannbeiser,vannbeiste,vannbeist,P020nb
A66443nb,vassbeise,vassbeiser,vassbeisa,vassbeisa,P001nb
A66443nb,vassbeise,vassbeiser,vassbeiset,vassbeiset,P010nb
A66443nb,vassbeise,vassbeiser,vassbeiste,vassbeist,P020nb
A54267nb,slanke,slanker,slanka,slanka,P001nb
A54267nb,slanke,slanker,slanket,slanket,P010nb
A55143nb,snike,sniker,snikte,snikt,P020nb
A12997nb,ergre,ergrer,ergra,ergra,P001nb
A12997nb,ergre,ergrer,ergret,ergret,P010nb
A10284nb,diskriminere,diskriminerer,diskriminerte,diskriminert,P020nb
A58705nb,svi,svir,svidde,svidd,P040nb
A31361nb,konsultere,konsulterer,konsulterte,konsultert,P020nb
A9780nb,deprivatisere,deprivatiserer,deprivatiserte,deprivatisert,P020nb
A30035nb,klekke,klekker,klekka,klekka,P001nb
A30035nb,klekke,klekker,klekket,klekket,P010nb
A30035nb,klekke,klekker,klekte,klekt,P021nb
A1761nb,anfekte,anfekter,anfekta,anfekta,P001nb
