id,infinitiv,presens,preteritum,perfektum,inflId
A21359nb,grøsse,grøsser,grøssa,grøssa,P001nb
A21359nb,grøsse,grøsser,grøsset,grøsset,P010nb
A21359nb,grøsse,grøsser,grøste,grøst,P021nb
A42328nb,operere,opererer,opererte,operert,P020nb
A42529nb,oppleve,opplever,opplevde,opplevd,P030nb
A46533nb,proporsjonere,proporsjonerer,proporsjonerte,proporsjonert,P020nb
A32178nb,krinse,krinser,krinsa,krinsa,P001nb
A32178nb,krinse,krinser,krinset,krinset,P010nb
A32178nb,krinse,krinser,krinste,krinst,P020nb
A29417nb,kjase,kjaser,kjaste,kjast,P020nb
A40599nb,neie,neier,neia,neia,P001nb
A40599nb,neie,neier,neiet,neiet,P010nb
A40599nb,neie,neier,neide,neid,P030nb
A40857nb,nisse,nisser,nissa,nissa,P001nb
A40857nb,nisse,nisser,nisset,nisset,P010nb
A14910nb,fiske,fisker,fiska,fiska,P001nb
A14910nb,fiske,fisker,fisket,fisket,P010nb
A4091nb,bake,baker,bakte,bakt,P020nb
A13426nb,europeisere,europeiserer,europeiserte,europeisert,P020nb
A27486nb,jevnføre,jevnfører,jevnførte,jevnført,P020nb
A27486nb,jamføre,jamfører,jamførte,jamført,P020nb
A61007nb,tilvirke,tilvirker,tilvirka,tilvirka,P001nb
A61007nb,tilvirke,tilvirker,tilvirket,tilvirket,P010nb
A28259nb,kaldrøyke,kaldrøyker,kaldrøyka,kaldrøyka,P001nb
A28259nb,kaldrøyke,kaldrøyker,kaldrøykte,kaldrøykt,P020nb
A28259nb,kaldrøke,kaldrøker,kaldrøkte,kaldrøkt,P020nb
A6706nb,blåne,blåner,blåna,blåna,P001nb
A6706nb,blåne,blåner,blånet,blånet,P010nb
A19765nb,gjenforene,gjenforener,gjenforenet,gjenforenet,P010nb
A19765nb,gjenforene,gjenforener,gjenforente,gjenforent,P020nb
A4899nb,befolke,befolker,befolka,befolka,P001nb
A4899nb,befolke,befolker,befolket,befolket,P010nb
A60687nb,tilbakebetale,tilbakebetaler,tilbakebetalte,tilbakebetalt,P020nb
A15659nb,flørte,flørter,flørta,flørta,P001nb
A15659nb,flørte,flørter,flørtet,flørtet,P010nb
A32276nb,krone,kroner,krona,krona,P001nb
A32276nb,krone,kroner,kronet,kronet,P010nb
A32276nb,krone,kroner,kronte,kront,P020nb
A55177nb,snitte,snitter,snitta,snitta,P001nb
A55177nb,snitte,snitter,snittet,snittet,P010nb
A30710nb,kogle,kogler,kogla,kogla,P001nb
A30710nb,kogle,kogler,koglet,koglet,P010nb
A61666nb,tove,tover,tova,tova,P001nb
A61666nb,tove,tover,tovet,tovet,P010nb
A29787nb,kjøpe,kjøper,kjøpte,kjøpt,P020nb
A10100nb,dikke,dikker,dikka,dikka,P001nb
A10100nb,dikke,dikker,dikket,dikket,P010nb
A10114nb,dikte,dikter,dikta,dikta,P001nb
A10114nb,dikte,dikter,diktet,diktet,P010nb
A49364nb,rømme,rømmer,rømte,rømt,P022nb
A1791nb,anglifisere,anglifiserer,anglifiserte,anglifisert,P020nb
A1791nb,anglisere,angliserer,angliserte,anglisert,P020nb
A65446nb,utkjempe,utkjemper,utkjempa,utkjempa,P001nb
A65446nb,utkjempe,utkjemper,utkjempet,utkjempet,P010nb
A38601nb,misbruke,misbruker,misbrukte,misbrukt,P020nb
A66352nb,vande,vander,vanda,vanda,P001nb
A66352nb,vande,vander,vandet,vandet,P010nb
A35415nb,litografere,litograferer,litograferte,litografert,P020nb
A25820nb,illgjø,illgjør,illgjødde,illgjødd,P040nb
A56195nb,spjette,spjetter,spjetta,spjetta,P001nb
A56195nb,spjette,spjetter,spjettet,spjettet,P010nb
A63260nb,typisere,typiserer,typiserte,typisert,P020nb
A5561nb,bestrebe,bestreber,bestreba,bestreba,P001nb
A5561nb,bestrebe,bestreber,bestrebet,bestrebet,P010nb
A18456nb,fusjonere,fusjonerer,fusjonerte,fusjonert,P020nb
A43052nb,oppsluke,oppsluker,oppslukte,oppslukt,P020nb
A1418nb,aluminere,aluminerer,aluminerte,aluminert,P020nb
A42738nb,ønske,ønsker,ønska,ønska,P001nb
A42738nb,ønske,ønsker,ønsket,ønsket,P010nb
A42738nb,ønske,ønsker,ønskte,ønskt,P020nb
A7758nb,brunsteke,brunsteker,brunstekte,brunstekt,P020nb
A7758nb,brunsteike,brunsteiker,brunsteikte,brunsteikt,P020nb
A54733nb,smashe,smasher,smasha,smasha,P001nb
A54733nb,smashe,smasher,smashet,smashet,P010nb
A51774nb,sive,siver,siva,siva,P001nb
A51774nb,sive,siver,sivet,sivet,P010nb
A30436nb,knarke,knarker,knarka,knarka,P001nb
A30436nb,knarke,knarker,knarket,knarket,P010nb
A42363nb,oppbygge,oppbygger,oppbygget,oppbygget,P010nb
A42363nb,oppbygge,oppbygger,oppbygde,oppbygd,P031nb
A47461nb,rappe,rapper,rappa,rappa,P001nb
A47461nb,rappe,rapper,rappet,rappet,P010nb
A15132nb,fjære,fjærer,fjæra,fjæra,P001nb
A15132nb,fjære,fjærer,fjæret,fjæret,P010nb
A15132nb,fjøre,fjører,fjøra,fjøra,P001nb
A15132nb,fjøre,fjører,fjøret,fjøret,P010nb
A35899nb,lue,luer,lua,lua,P001nb
A35899nb,lue,luer,luet,luet,P010nb
A35899nb,loge,loger,loga,loga,P001nb
A35899nb,loge,loger,loget,loget,P010nb
A100338nb,blogge,blogger,blogga,blogga,P001nb
A100338nb,blogge,blogger,blogget,blogget,P010nb
A57892nb,stulle,stuller,stulla,stulla,P001nb
A57892nb,stulle,stuller,stullet,stullet,P010nb
A49917nb,samle,samler,samla,samla,P001nb
A49917nb,samle,samler,samlet,samlet,P010nb
A27747nb,jodle,jodler,jodla,jodla,P001nb
A27747nb,jodle,jodler,jodlet,jodlet,P010nb
A98103nb,intimisere,intimiserer,intimiserte,intimisert,P020nb
A44778nb,personifisere,personifiserer,personifiserte,personifisert,P020nb
A65554nb,utmale,utmaler,utmalte,utmalt,P020nb
A19330nb,geberde,geberder,geberda,geberda,P001nb
A19330nb,geberde,geberder,geberdet,geberdet,P010nb
A2326nb,ape,aper,apa,apa,P001nb
A2326nb,ape,aper,apet,apet,P010nb
A2326nb,ape,aper,apte,apt,P020nb
A17064nb,forsøple,forsøpler,forsøpla,forsøpla,P001nb
A17064nb,forsøple,forsøpler,forsøplet,forsøplet,P010nb
A50851nb,sende,sender,sendte,sendt,P020nb
A6671nb,bløtlegge,bløtlegger,bløtla,bløtlagt,P104nb
A6671nb,bløytlegge,bløytlegger,bløytla,bløytlagt,P104nb
A48022nb,rekvirere,rekvirerer,rekvirerte,rekvirert,P020nb
A54549nb,sludde,sludder,sludda,sludda,P001nb
A54549nb,sludde,sludder,sluddet,sluddet,P010nb
A30499nb,knepre,kneprer,knepra,knepra,P001nb
A30499nb,knepre,kneprer,knepret,knepret,P010nb
A44527nb,peke,peker,pekte,pekt,P020nb
A20969nb,grine,griner,grinte,grint,P020nb
A65797nb,utspare,utsparer,utsparte,utspart,P020nb
A51128nb,sesongdebutere,sesongdebuterer,sesongdebuterte,sesongdebutert,P020nb
A451nb,akkedere,akkederer,akkederte,akkedert,P020nb
A23749nb,hjemfalle,hjemfaller,hjemfalt,hjemfalt,P055nb
A23749nb,heimfalle,heimfaller,heimfalt,heimfalt,P055nb
A13822nb,fantasere,fantaserer,fantaserte,fantasert,P020nb
A41682nb,nåde,,,,P090nb
A68663nb,virilisere,viriliserer,viriliserte,virilisert,P020nb
A19638nb,gildre,gildrer,gildra,gildra,P001nb
A19638nb,gildre,gildrer,gildret,gildret,P010nb
A41879nb,okke,okker,okka,okka,P001nb
A41879nb,okke,okker,okket,okket,P010nb
A15981nb,forblende,forblender,forblenda,forblenda,P001nb
A15981nb,forblende,forblender,forblendet,forblendet,P010nb
A58505nb,sutre,sutrer,sutra,sutra,P001nb
A58505nb,sutre,sutrer,sutret,sutret,P010nb
A51089nb,serve,server,serva,serva,P001nb
A51089nb,serve,server,servet,servet,P010nb
A51089nb,sørve,sørver,sørva,sørva,P001nb
A51089nb,sørve,sørver,sørvet,sørvet,P010nb
A34396nb,lø,lør,lødde,lødd,P040nb
A35999nb,luke,luker,luka,luka,P001nb
A35999nb,luke,luker,luket,luket,P010nb
A35999nb,luke,luker,lukte,lukt,P020nb
A61627nb,totalfrede,totalfreder,totalfreda,totalfreda,P001nb
A61627nb,totalfrede,totalfreder,totalfredet,totalfredet,P010nb
A48090nb,remse,remser,remsa,remsa,P001nb
A48090nb,remse,remser,remset,remset,P010nb
A54275nb,slapne,slapner,slapna,slapna,P001nb
A54275nb,slapne,slapner,slapnet,slapnet,P010nb
A25488nb,hånflire,hånflirer,hånflirte,hånflirt,P020nb
A3834nb,avsløre,avslører,avsløra,avsløra,P001nb
A3834nb,avsløre,avslører,avsløret,avsløret,P010nb
A3834nb,avsløre,avslører,avslørte,avslørt,P020nb
A48915nb,roste,roster,rosta,rosta,P001nb
A48915nb,roste,roster,rostet,rostet,P010nb
A6280nb,blanke,blanker,blanka,blanka,P001nb
A6280nb,blanke,blanker,blanket,blanket,P010nb
A35503nb,livsforsikre,livsforsikrer,livsforsikra,livsforsikra,P001nb
A35503nb,livsforsikre,livsforsikrer,livsforsikret,livsforsikret,P010nb
A7797nb,brutalisere,brutaliserer,brutaliserte,brutalisert,P020nb
A68287nb,vikte,vikter,vikta,vikta,P001nb
A68287nb,vikte,vikter,viktet,viktet,P010nb
A6748nb,boble,bobler,bobla,bobla,P001nb
A6748nb,boble,bobler,boblet,boblet,P010nb
A63005nb,tusle,tusler,tusla,tusla,P001nb
A63005nb,tusle,tusler,tuslet,tuslet,P010nb
A39390nb,mudre,mudrer,mudra,mudra,P001nb
A39390nb,mudre,mudrer,mudret,mudret,P010nb
A62538nb,trulte,trulter,trulta,trulta,P001nb
A62538nb,trulte,trulter,trultet,trultet,P010nb
A47026nb,pøble,pøbler,pøbla,pøbla,P001nb
A47026nb,pøble,pøbler,pøblet,pøblet,P010nb
A45490nb,pollinere,pollinerer,pollinerte,pollinert,P020nb
A46871nb,pulverisere,pulveriserer,pulveriserte,pulverisert,P020nb
A53522nb,skravere,skraverer,skraverte,skravert,P020nb
A29213nb,kile,kiler,kilte,kilt,P020nb
A43761nb,overstemme,overstemmer,overstemte,overstemt,P022nb
A52578nb,skarve,skarver,skarva,skarva,P001nb
A52578nb,skarve,skarver,skarvet,skarvet,P010nb
A25896nb,immortalisere,immortaliserer,immortaliserte,immortalisert,P020nb
A58486nb,suse,suser,suste,sust,P020nb
A17299nb,forøve,forøver,forøva,forøva,P001nb
A17299nb,forøve,forøver,forøvet,forøvet,P010nb
A17299nb,forøve,forøver,forøvde,forøvd,P030nb
A3305nb,autoklavere,autoklaverer,autoklaverte,autoklavert,P020nb
A29445nb,kjefte,kjefter,kjefta,kjefta,P001nb
A29445nb,kjefte,kjefter,kjeftet,kjeftet,P010nb
A448nb,akke,akker,akka,akka,P001nb
A448nb,akke,akker,akket,akket,P010nb
A8458nb,bæsje,bæsjer,bæsja,bæsja,P001nb
A8458nb,bæsje,bæsjer,bæsjet,bæsjet,P010nb
A5473nb,beskjeftige,beskjeftiger,beskjeftiga,beskjeftiga,P001nb
A5473nb,beskjeftige,beskjeftiger,beskjeftiget,beskjeftiget,P010nb
A14400nb,feriere,ferierer,ferierte,feriert,P020nb
A28834nb,karte,karter,karta,karta,P001nb
A28834nb,karte,karter,kartet,kartet,P010nb
A32223nb,kritte,kritter,kritta,kritta,P001nb
A32223nb,kritte,kritter,krittet,krittet,P010nb
A2342nb,apokopere,apokoperer,apokoperte,apokopert,P020nb
A4920nb,befrukte,befrukter,befrukta,befrukta,P001nb
A4920nb,befrukte,befrukter,befruktet,befruktet,P010nb
A33971nb,late,later,lata,lata,P001nb
A33971nb,late,later,latet,latet,P010nb
A99402nb,reforhandle,reforhandler,reforhandla,reforhandla,P001nb
A99402nb,reforhandle,reforhandler,reforhandlet,reforhandlet,P010nb
A30558nb,knoge,knoger,knoga,knoga,P001nb
A30558nb,knoge,knoger,knoget,knoget,P010nb
A54277nb,slappe,slapper,slappa,slappa,P001nb
A54277nb,slappe,slapper,slappet,slappet,P010nb
A35165nb,likerette,likeretter,likeretta,likeretta,P001nb
A35165nb,likerette,likeretter,likerettet,likerettet,P010nb
A5449nb,besikte,besikter,besikta,besikta,P001nb
A5449nb,besikte,besikter,besiktet,besiktet,P010nb
A9300nb,databehandle,databehandler,databehandla,databehandla,P001nb
A9300nb,databehandle,databehandler,databehandlet,databehandlet,P010nb
A17636nb,frappere,frapperer,frapperte,frappert,P020nb
A25442nb,håndplukke,håndplukker,håndplukka,håndplukka,P001nb
A25442nb,håndplukke,håndplukker,håndplukket,håndplukket,P010nb
A25442nb,handplukke,handplukker,handplukka,handplukka,P001nb
A25442nb,handplukke,handplukker,handplukket,handplukket,P010nb
A5554nb,bestille,bestiller,bestilte,bestilt,P021nb
A49259nb,rykke,rykker,rykka,rykka,P001nb
A49259nb,rykke,rykker,rykket,rykket,P010nb
A49259nb,rykke,rykker,rykte,rykt,P021nb
A50227nb,satinere,satinerer,satinerte,satinert,P020nb
A44142nb,parallellisere,parallelliserer,parallelliserte,parallellisert,P020nb
A9226nb,dampkoke,dampkoker,dampkokte,dampkokt,P020nb
A44056nb,pantsette,pantsetter,pantsatte,pantsatt,P106nb
A4888nb,befatte,befatter,befatta,befatta,P001nb
A4888nb,befatte,befatter,befattet,befattet,P010nb
A34327nb,leie,leier,leide,leid,P030nb
A97667nb,utfase,utfaser,utfasa,utfasa,P001nb
A97667nb,utfase,utfaser,utfaset,utfaset,P010nb
A64941nb,uskadeliggjøre,uskadeliggjør,uskadeliggjorde,uskadeliggjort,P126nb
A35913nb,lufte,lufter,lufta,lufta,P001nb
A35913nb,lufte,lufter,luftet,luftet,P010nb
A16929nb,forspise,forspiser,forspiste,forspist,P020nb
A32586nb,kukelure,kukelurer,kukelurte,kukelurt,P020nb
A43153nb,oppveie,oppveier,oppveide,oppveid,P030nb
A57028nb,stenografere,stenograferer,stenograferte,stenografert,P020nb
A45285nb,plombere,plomberer,plomberte,plombert,P020nb
A48377nb,rettkjenne,rettkjenner,rettkjente,rettkjent,P021nb
A55486nb,solidarisere,solidariserer,solidariserte,solidarisert,P020nb
A13176nb,estetisere,estetiserer,estetiserte,estetisert,P020nb
A53571nb,skreppe,skrepper,skreppet,skreppet,P010nb
A53571nb,skreppe,skrepper,skrepte,skrept,P021nb
A50377nb,segmentere,segmenterer,segmenterte,segmentert,P020nb
A63461nb,tøtsje,tøtsjer,tøtsja,tøtsja,P001nb
A63461nb,tøtsje,tøtsjer,tøtsjet,tøtsjet,P010nb
A6839nb,bokse,bokser,boksa,boksa,P001nb
A6839nb,bokse,bokser,bokset,bokset,P010nb
A56311nb,sprake,spraker,spraka,spraka,P001nb
A56311nb,sprake,spraker,spraket,spraket,P010nb
A56311nb,sprake,spraker,sprakte,sprakt,P020nb
A6972nb,bone,boner,bona,bona,P001nb
A6972nb,bone,boner,bonet,bonet,P010nb
A6972nb,bone,boner,bonte,bont,P020nb
A60790nb,tilgro,tilgror,tilgrodde,tilgrodd,P040nb
A99697nb,eksilere,eksilerer,eksilerte,eksilert,P020nb
A35123nb,ligne,ligner,ligna,ligna,P001nb
A35123nb,ligne,ligner,lignet,lignet,P010nb
A35123nb,likne,likner,likna,likna,P001nb
A35123nb,likne,likner,liknet,liknet,P010nb
A16821nb,forske,forsker,forska,forska,P001nb
A16821nb,forske,forsker,forsket,forsket,P010nb
A66762nb,varmrøke,varmrøker,varmrøkte,varmrøkt,P020nb
A66762nb,varmrøyke,varmrøyker,varmrøyka,varmrøyka,P001nb
A66762nb,varmrøyke,varmrøyker,varmrøykte,varmrøykt,P020nb
A65794nb,utsone,utsoner,utsona,utsona,P001nb
A65794nb,utsone,utsoner,utsonet,utsonet,P010nb
A65794nb,utsone,utsoner,utsonte,utsont,P020nb
A52672nb,skeie,skeier,skeia,skeia,P001nb
A52672nb,skeie,skeier,skeiet,skeiet,P010nb
A52672nb,skeie,skeier,skeide,skeid,P030nb
A1392nb,alternere,alternerer,alternerte,alternert,P020nb
A30213nb,klone,kloner,klona,klona,P001nb
A30213nb,klone,kloner,klonet,klonet,P010nb
A47465nb,rappe,rapper,rappa,rappa,P001nb
A47465nb,rappe,rapper,rappet,rappet,P010nb
A21064nb,grovhakke,grovhakker,grovhakka,grovhakka,P001nb
A21064nb,grovhakke,grovhakker,grovhakket,grovhakket,P010nb
A15000nb,fjelge,fjelger,fjelga,fjelga,P001nb
A15000nb,fjelge,fjelger,fjelget,fjelget,P010nb
A10090nb,digitalisere,digitaliserer,digitaliserte,digitalisert,P020nb
A54600nb,slurve,slurver,slurva,slurva,P001nb
A54600nb,slurve,slurver,slurvet,slurvet,P010nb
A34932nb,lesse,lesser,lessa,lessa,P001nb
A34932nb,lesse,lesser,lesset,lesset,P010nb
A34932nb,lesse,lesser,lesste,lesst,P020nb
A31023nb,komparere,komparerer,komparerte,komparert,P020nb
A27571nb,jazzifisere,jazzifiserer,jazzifiserte,jazzifisert,P020nb
A27571nb,jassifisere,jassifiserer,jassifiserte,jassifisert,P020nb
A60935nb,tilsnakke,tilsnakker,tilsnakka,tilsnakka,P001nb
A60935nb,tilsnakke,tilsnakker,tilsnakket,tilsnakket,P010nb
A50088nb,sanere,sanerer,sanerte,sanert,P020nb
A17640nb,frarå,frarår,frarådde,frarådd,P040nb
A17640nb,fraråde,fraråder,frarådet,frarådet,P010nb
A17640nb,fraråde,fraråder,frarådde,frarådd,P030nb
A58656nb,svelge,svelger,svelga,svelga,P001nb
A58656nb,svelge,svelger,svelget,svelget,P010nb
A55730nb,sote,soter,sota,sota,P001nb
A55730nb,sote,soter,sotet,sotet,P010nb
A43706nb,overopphete,overoppheter,overoppheta,overoppheta,P001nb
A43706nb,overopphete,overoppheter,overopphetet,overopphetet,P010nb
A25797nb,ile,iler,ilte,ilt,P020nb
A14577nb,fiksere,fikserer,fikserte,fiksert,P020nb
A5468nb,beskatte,beskatter,beskatta,beskatta,P001nb
A5468nb,beskatte,beskatter,beskattet,beskattet,P010nb
A5580nb,besudle,besudler,besudla,besudla,P001nb
A5580nb,besudle,besudler,besudlet,besudlet,P010nb
A37358nb,materialisere,materialiserer,materialiserte,materialisert,P020nb
A31533nb,koordinere,koordinerer,koordinerte,koordinert,P020nb
A18321nb,fuge,fuger,fuga,fuga,P001nb
A18321nb,fuge,fuger,fuget,fuget,P010nb
A60773nb,tilføye,tilføyer,tilføyet,tilføyet,P010nb
A60773nb,tilføye,tilføyer,tilføyde,tilføyd,P030nb
A26660nb,innsirkle,innsirkler,innsirkla,innsirkla,P001nb
A26660nb,innsirkle,innsirkler,innsirklet,innsirklet,P010nb
A33078nb,kvee,kveer,kvea,kvea,P001nb
A33078nb,kvee,kveer,kveet,kveet,P010nb
A9570nb,deklassere,deklasserer,deklasserte,deklassert,P020nb
A30369nb,kløvje,kløvjer,kløvja,kløvja,P001nb
A30369nb,kløvje,kløvjer,kløvjet,kløvjet,P010nb
A50389nb,seide,seider,seida,seida,P001nb
A50389nb,seide,seider,seidet,seidet,P010nb
A34796nb,lemleste,lemlester,lemlesta,lemlesta,P001nb
A34796nb,lemleste,lemlester,lemlestet,lemlestet,P010nb
A16464nb,forlede,forleder,forleda,forleda,P001nb
A16464nb,forlede,forleder,forledet,forledet,P010nb
A8070nb,bule,buler,bula,bula,P001nb
A8070nb,bule,buler,bulet,bulet,P010nb
A8070nb,bule,buler,bulte,bult,P020nb
A16491nb,forlokke,forlokker,forlokka,forlokka,P001nb
A16491nb,forlokke,forlokker,forlokket,forlokket,P010nb
A41889nb,okkupere,okkuperer,okkuperte,okkupert,P020nb
A29197nb,kikse,kikser,kiksa,kiksa,P001nb
A29197nb,kikse,kikser,kikset,kikset,P010nb
A47728nb,redusere,reduserer,reduserte,redusert,P020nb
A19871nb,gjennomtrenge,gjennomtrenger,gjennomtrengte,gjennomtrengt,P020nb
A46971nb,putle,putler,putla,putla,P001nb
A46971nb,putle,putler,putlet,putlet,P010nb
A33338nb,kylle,kyller,kylte,kylt,P021nb
A4734nb,baste,baster,basta,basta,P001nb
A4734nb,baste,baster,bastet,bastet,P010nb
A14558nb,figurere,figurerer,figurerte,figurert,P020nb
A21357nb,grøppe,grøpper,grøppet,grøppet,P010nb
A21357nb,grøppe,grøpper,grøpte,grøpt,P021nb
A97085nb,dedikere,dedikerer,dedikerte,dedikert,P020nb
A57547nb,strande,strander,stranda,stranda,P001nb
A57547nb,strande,strander,strandet,strandet,P010nb
A58808nb,svire,svirer,svira,svira,P001nb
A58808nb,svire,svirer,sviret,sviret,P010nb
A58808nb,svire,svirer,svirte,svirt,P020nb
A20417nb,gnure,gnurer,gnura,gnura,P001nb
A20417nb,gnure,gnurer,gnuret,gnuret,P010nb
A20417nb,gnure,gnurer,gnurte,gnurt,P020nb
A39364nb,motvirke,motvirker,motvirka,motvirka,P001nb
A39364nb,motvirke,motvirker,motvirket,motvirket,P010nb
A21273nb,gry,gryr,grydde,grydd,P040nb
A47365nb,ramle,ramler,ramla,ramla,P001nb
A47365nb,ramle,ramler,ramlet,ramlet,P010nb
A16391nb,forivre,forivrer,forivra,forivra,P001nb
A16391nb,forivre,forivrer,forivret,forivret,P010nb
A17257nb,forvente,forventer,forventa,forventa,P001nb
A17257nb,forvente,forventer,forventet,forventet,P010nb
A13145nb,esle,esler,esla,esla,P001nb
A13145nb,esle,esler,eslet,eslet,P010nb
A13145nb,etle,etler,etla,etla,P001nb
A13145nb,etle,etler,etlet,etlet,P010nb
A52789nb,skimre,skimrer,skimra,skimra,P001nb
A52789nb,skimre,skimrer,skimret,skimret,P010nb
A16036nb,fordampe,fordamper,fordampa,fordampa,P001nb
A16036nb,fordampe,fordamper,fordampet,fordampet,P010nb
A28442nb,kamme,kammer,kamma,kamma,P002nb
A28442nb,kamme,kammer,kammet,kammet,P010nb
A53832nb,skumpiske,skumpisker,skumpiska,skumpiska,P001nb
A53832nb,skumpiske,skumpisker,skumpisket,skumpisket,P010nb
A42664nb,øke,øker,øka,øka,P001nb
A42664nb,øke,øker,øket,øket,P010nb
A42664nb,øke,øker,økte,økt,P020nb
A42664nb,auke,auker,auka,auka,P001nb
A42664nb,auke,auker,auket,auket,P010nb
A42664nb,auke,auker,aukte,aukt,P020nb
A53183nb,skjørte,skjørter,skjørta,skjørta,P001nb
A53183nb,skjørte,skjørter,skjørtet,skjørtet,P010nb
A31314nb,konsolidere,konsoliderer,konsoliderte,konsolidert,P020nb
A29388nb,kisle,kisler,kisla,kisla,P001nb
A29388nb,kisle,kisler,kislet,kislet,P010nb
A29388nb,kitle,kitler,kitla,kitla,P001nb
A29388nb,kitle,kitler,kitlet,kitlet,P010nb
A5220nb,bemektige,bemektiger,bemektiga,bemektiga,P001nb
A5220nb,bemektige,bemektiger,bemektiget,bemektiget,P010nb
A33864nb,lansere,lanserer,lanserte,lansert,P020nb
A97088nb,demotivere,demotiverer,demotiverte,demotivert,P020nb
A15930nb,forarge,forarger,forarga,forarga,P001nb
A15930nb,forarge,forarger,forarget,forarget,P010nb
A39391nb,mudre,mudrer,mudra,mudra,P001nb
A39391nb,mudre,mudrer,mudret,mudret,P010nb
A67310nb,vekke,vekker,vekka,vekka,P001nb
A67310nb,vekke,vekker,vekket,vekket,P010nb
A67310nb,vekke,vekker,vekte,vekt,P021nb
A67310nb,vekke,vekker,vakte,vakt,P109nb
A9724nb,demre,demrer,demra,demra,P001nb
A9724nb,demre,demrer,demret,demret,P010nb
A69212nb,være,værer,væra,væra,P001nb
A69212nb,være,værer,været,været,P010nb
A40170nb,narre,narrer,narra,narra,P001nb
A40170nb,narre,narrer,narret,narret,P010nb
A23337nb,herme,hermer,herma,herma,P001nb
A23337nb,herme,hermer,hermet,hermet,P010nb
A23337nb,herme,hermer,hermte,hermt,P020nb
A61340nb,toge,toger,toga,toga,P001nb
A61340nb,toge,toger,toget,toget,P010nb
A4792nb,bearbeide,bearbeider,bearbeida,bearbeida,P001nb
A4792nb,bearbeide,bearbeider,bearbeidet,bearbeidet,P010nb
A4792nb,bearbeide,bearbeider,bearbeidde,bearbeidd,P030nb
A33263nb,kviste,kvister,kvista,kvista,P001nb
A33263nb,kviste,kvister,kvistet,kvistet,P010nb
A39938nb,måke,måker,måka,måka,P001nb
A39938nb,måke,måker,måket,måket,P010nb
A39938nb,måke,måker,måkte,måkt,P020nb
A14911nb,fiske,fisker,fiska,fiska,P001nb
A14911nb,fiske,fisker,fisket,fisket,P010nb
A26359nb,inneksersere,innekserserer,innekserserte,inneksersert,P020nb
A29104nb,keie,keier,keia,keia,P001nb
A29104nb,keie,keier,keiet,keiet,P010nb
A43952nb,palme,palmer,palma,palma,P001nb
A43952nb,palme,palmer,palmet,palmet,P010nb
A64294nb,undergjære,undergjærer,undergjæra,undergjæra,P001nb
A64294nb,undergjære,undergjærer,undergjæret,undergjæret,P010nb
A64294nb,undergjære,undergjærer,undergjærte,undergjært,P020nb
A49315nb,rødme,rødmer,rødma,rødma,P001nb
A49315nb,rødme,rødmer,rødmet,rødmet,P010nb
A49094nb,runde,runder,runda,runda,P001nb
A49094nb,runde,runder,rundet,rundet,P010nb
A44266nb,partere,parterer,parterte,partert,P020nb
A5204nb,belyse,belyser,belyste,belyst,P020nb
A20402nb,gnistre,gnistrer,gnistra,gnistra,P001nb
A20402nb,gnistre,gnistrer,gnistret,gnistret,P010nb
A98305nb,regredere,regrederer,regrederte,regredert,P020nb
A38997nb,monopolisere,monopoliserer,monopoliserte,monopolisert,P020nb
A17933nb,frese,freser,freste,frest,P020nb
A69265nb,vørde,vørder,vørdte,vørdt,P020nb
A69265nb,vøre,vører,vørte,vørt,P020nb
A58837nb,svulme,svulmer,svulma,svulma,P001nb
A58837nb,svulme,svulmer,svulmet,svulmet,P010nb
A66139nb,vagge,vagger,vagga,vagga,P001nb
A66139nb,vagge,vagger,vagget,vagget,P010nb
A36205nb,lydisolere,lydisolerer,lydisolerte,lydisolert,P020nb
A10308nb,disponere,disponerer,disponerte,disponert,P020nb
A23537nb,hie,hier,hia,hia,P001nb
A23537nb,hie,hier,hiet,hiet,P010nb
A45736nb,poste,poster,posta,posta,P001nb
A45736nb,poste,poster,postet,postet,P010nb
A25760nb,ilde,ilder,ilda,ilda,P001nb
A25760nb,ilde,ilder,ildet,ildet,P010nb
A25760nb,elde,elder,elda,elda,P001nb
A25760nb,elde,elder,eldet,eldet,P010nb
A56050nb,spildre,spildrer,spildra,spildra,P001nb
A56050nb,spildre,spildrer,spildret,spildret,P010nb
A32982nb,kvalifisere,kvalifiserer,kvalifiserte,kvalifisert,P020nb
A9934nb,detasjere,detasjerer,detasjerte,detasjert,P020nb
A30577nb,knote,knoter,knota,knota,P001nb
A30577nb,knote,knoter,knotet,knotet,P010nb
A65487nb,utlade,utlader,utlada,utlada,P001nb
A65487nb,utlade,utlader,utladet,utladet,P010nb
A65487nb,utlade,utlader,utladde,utladd,P030nb
A60925nb,tilskye,tilskyer,tilskya,tilskya,P001nb
A60925nb,tilskye,tilskyer,tilskyet,tilskyet,P010nb
A57232nb,stimle,stimler,stimla,stimla,P001nb
A57232nb,stimle,stimler,stimlet,stimlet,P010nb
A45351nb,pløse,pløser,pløste,pløst,P020nb
A49281nb,ryste,ryster,rysta,rysta,P001nb
A49281nb,ryste,ryster,rystet,rystet,P010nb
A27153nb,ironisere,ironiserer,ironiserte,ironisert,P020nb
A42199nb,omskape,omskaper,omskapte,omskapt,P020nb
A12471nb,elte,elter,elta,elta,P001nb
A12471nb,elte,elter,eltet,eltet,P010nb
A20908nb,gresse,gresser,gressa,gressa,P001nb
A20908nb,gresse,gresser,gresset,gresset,P010nb
